1,185,Fail,-1766.849804700671,1.0
2,357,Success,820.2660686237606,1.0,72.22645998001099
2,271,Fail,-1873.9986844737487,1.0
3,215,Fail,-1630.6682602826277,1.0
4,165,Fail,-415.949359836435,1.0
5,480,Fail,-1509.5058512716482,1.0
6,240,Fail,-2101.6001822168023,1.0
7,301,Fail,-104.17352453710895,1.0
8,102,Fail,-843.2741910906705,1.0
9,274,Fail,-1881.674693384954,1.0
10,251,Fail,-795.4762303035509,1.0
11,500,Fail,-477.8961983000422,1.0
12,191,Fail,161.11189746504067,1.0
13,85,Fail,491.2871111628443,1.0
14,238,Fail,184.96891256723472,1.0
15,235,Fail,863.6740576034475,1.0
16,242,Fail,417.9911120501622,1.0
17,246,Fail,552.2215484855534,1.0
18,104,Fail,-166.7850619817201,1.0
19,287,Fail,33.345209296702365,1.0
20,128,Fail,-176.70707315130147,1.0
21,83,Fail,-714.6022940598917,1.0
22,223,Fail,301.9087386425823,1.0
23,77,Fail,-831.545712383541,1.0
24,184,Fail,157.15624692459426,1.0
25,206,Fail,119.04915944097758,1.0
Val,1,105,Fail
Val,2,107,Fail
Val,3,266,Fail
Val,4,272,Fail
Val,5,218,Fail
Val,6,217,Fail
Val,7,161,Fail
Val,8,160,Fail
Val,9,184,Succes,37.578015089035034
Val,10,183,Succes,37.361685037612915
26,346,Fail,951.0130846241775,1.0
27,192,Fail,98.62960587488288,1.0
28,500,Fail,431.31169123333325,1.0
29,236,Fail,-1867.950347815196,0.9972037767260468
30,124,Fail,-925.8549850466871,0.9947137566032545
31,329,Fail,246.73691973825817,0.9881699369732536
32,266,Fail,811.8291953707057,0.9829462301690663
33,485,Fail,-416.73028184371935,0.9734572731272545
34,326,Fail,-110.52674024009485,0.967150006308422
35,500,Fail,803.2695439265552,0.9575262241610094
36,259,Fail,-457.8455457713009,0.9525597634576733
37,286,Fail,33.7071703462459,0.9471453478254782
38,483,Fail,35.268866468457475,0.9380019977194178
39,246,Fail,-35.90900804741955,0.9334168015721935
40,500,Fail,653.9488012276883,0.924128687119966
41,186,Fail,696.3515883435615,0.9207155585002982
42,233,Fail,-1049.3134558192378,0.9163981333975403
43,246,Fail,-248.57350453074773,0.9119185425216211
44,105,Fail,-170.2461062789801,0.9100054273989592
45,474,Fail,578.1625914153724,0.90140088191178
46,242,Fail,363.8591402612071,0.8970843099074465
47,221,Fail,888.1347688898635,0.8930562989312605
48,272,Fail,-1592.1398195955828,0.8882465524295161
49,442,Fail,958.1060819760175,0.880463887580322
50,263,Fail,-938.6117757829841,0.8758095411685276
Val,1,120,Succes,24.728192806243896
Val,2,264,Succes,53.81028485298157
Val,3,129,Fail
Val,4,129,Fail
Val,5,180,Fail
Val,6,182,Fail
Val,7,135,Succes,27.728250980377197
Val,8,142,Succes,29.11692714691162
Val,9,161,Succes,32.94693684577942
Val,10,160,Succes,32.7369110584259
51,304,Fail,-330.5861236744013,0.8704830988072706
52,117,Fail,-759.3019791374675,0.8684831884613992
53,260,Fail,-443.9558051668252,0.8639785727984902
54,207,Fail,39.73236230354544,0.860357291739438
55,240,Fail,-508.6825254127586,0.8562372667053262
56,439,Fail,411.8426753117385,0.8488199437545426
57,500,Fail,1056.1402284890717,0.8403736239822326
58,500,Fail,132.506313534384,0.8320113506772808
59,500,Fail,625.7080820830281,0.8237322875217569
60,220,Fail,455.63044000945354,0.8201156470657645
61,189,Fail,434.232926844849,0.8170049661074676
62,338,Fail,566.7823674915319,0.8114679028324951
63,85,Fail,-707.2375983694318,0.8100895104424227
64,500,Fail,774.3074061411004,0.8020285840943376
65,281,Fail,1542.7849317718824,0.7975495530607997
66,261,Fail,-142.89075688850392,0.7934128532876833
67,266,Fail,140.877390340033,0.7892186798310983
68,87,Fail,133.37278019809463,0.7877992930682217
69,227,Fail,-100.79174055305538,0.7842619842952728
70,500,Fail,1159.7837991746217,0.7764580589123178
71,255,Fail,339.1327802330189,0.7725080065017629
72,86,Fail,23.06632896246994,0.7711957929764771
73,89,Fail,126.10091111745567,0.769808819849623
74,217,Fail,700.387914929288,0.7664289332488148
75,74,Fail,155.3301531128575,0.7653566299136922
Val,1,167,Fail
Val,2,166,Fail
Val,3,469,Succes,94.74587082862854
Val,4,478,Succes,96.99289512634277
